
SetupTitle, IdVg_Vd_par
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50, 50
TestParameter, Measurement.Timing.Hold, 0
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, absId, absIg, absIs, gm
TestParameter, Function.User.Unit, A, A, A, S
TestParameter, Function.User.Definition, abs(Id), abs(Ig), abs(Is), diff(abs(Id))/diff(Vg)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, Vg
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -1
TestParameter, Output.Graph.XAxis.Right, 2
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, false
TestParameter, Output.Graph.YAxis.Data, absId, gm, absIg, absIs
TestParameter, Output.Graph.YAxis.Scale, Log, Linear, Log, Log
TestParameter, Output.Graph.YAxis.Bottom, 1E-15, 0, 1E-15, 1E-15
TestParameter, Output.Graph.YAxis.Top, 0.001, 1, 0.001, 0.001
TestParameter, Output.Graph.YAxis.Group, , , , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, false, true, false, false
TestParameter, Output.List.Data, Vg, Vd, Id, Is, Ig, absId, absIs, absIg, gm
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Var2StepCount, 1
TestParameter, AutoAnalysis.Var2StepScript, 
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 06/03/2025 15:30:51
MetaData, TestRecord.TestTarget, R[6]_D[6]_L[70]
MetaData, TestRecord.IterationIndex, 1
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, !
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 4ccc33d7-dc5a-4423-b638-02d890712a30
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vg
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, false
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 2
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, absId, gm, absIg, absIs
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , , , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, false, true, false, false
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, S, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Linear, Log, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-15, -3.6E-11, 1E-15, 1E-15
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.001, 0.00061, 0.001, 0.001
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU2:HR, Name=Vg, Direction=Double, Linear/Log=LINEAR, Start=-1 V, Stop=2 V, Step=25 mV, No. of Steps=121, Compliance=100 mA, Pwr Comp=OFF	[VAR2] Unit=SMU3:HR, Name=Vd, Start=50 mV, Stop=1 V, Step=950 mV, No. of Steps=2, Compliance=100 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU1:HR, Name=Vs, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, Vd	0.05,1	0.05	0.95	2
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, Vg, Vd, Id, Is, Ig, absId, absIs, absIg, gm
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, V, A, A, A, A, A, A, S
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, IdVg_Vd_par
Dimension1, 242, 242, 242, 242, 242, 242, 242, 242, 242
Dimension2, 2, 2, 2, 2, 2, 2, 2, 2, 2
DataName, Vg, Vd, Id, Ig, Is, absId, absIg, absIs, gm
DataValue, -1, 0.05, 1.17E-13, 1.0250000000000002E-12, -2.4960000000000003E-12, 1.17E-13, 1.0250000000000002E-12, 2.4960000000000003E-12, 
DataValue, -0.97500000000000009, 0.05, 1.3700000000000002E-13, 7.25E-13, -2.0160000000000003E-12, 1.3700000000000002E-13, 7.25E-13, 2.0160000000000003E-12, 8.0000000000000346E-13
DataValue, -0.95000000000000007, 0.05, -5.3E-14, 1.145E-12, -2.466E-12, 5.3E-14, 1.145E-12, 2.466E-12, -3.3599999999999978E-12
DataValue, -0.925, 0.05, -8.3000000000000012E-14, 9.15E-13, -2.386E-12, 8.3000000000000012E-14, 9.15E-13, 2.386E-12, 1.1999999999999993E-12
DataValue, -0.9, 0.05, -1.03E-13, 1.1650000000000002E-12, -2.236E-12, 1.03E-13, 1.1650000000000002E-12, 2.236E-12, 7.9999999999999891E-13
DataValue, -0.875, 0.05, 3.87E-13, 9.15E-13, -2.4960000000000003E-12, 3.87E-13, 9.15E-13, 2.4960000000000003E-12, 1.135999999999999E-11
DataValue, -0.85000000000000009, 0.05, 2.37E-13, 7.6500000000000007E-13, -2.436E-12, 2.37E-13, 7.6500000000000007E-13, 2.436E-12, -6.0000000000000221E-12
DataValue, -0.82500000000000007, 0.05, 2.2700000000000002E-13, 1.095E-12, -2.136E-12, 2.2700000000000002E-13, 1.095E-12, 2.136E-12, -3.9999999999999895E-13
DataValue, -0.8, 0.05, -3.1300000000000003E-13, 1.055E-12, -2.456E-12, 3.1300000000000003E-13, 1.055E-12, 2.456E-12, 3.4399999999999975E-12
DataValue, -0.775, 0.05, -1.63E-13, 8.5500000000000009E-13, -2.9360000000000004E-12, 1.63E-13, 8.5500000000000009E-13, 2.9360000000000004E-12, -5.9999999999999954E-12
DataValue, -0.75, 0.05, -5.23E-13, 5.9500000000000009E-13, -2.3460000000000003E-12, 5.23E-13, 5.9500000000000009E-13, 2.3460000000000003E-12, 1.4399999999999987E-11
DataValue, -0.72500000000000009, 0.05, 1.6700000000000002E-13, 7.55E-13, -2.276E-12, 1.6700000000000002E-13, 7.55E-13, 2.276E-12, -1.4240000000000051E-11
DataValue, -0.70000000000000007, 0.05, 5.0700000000000006E-13, 1.095E-12, -2.6260000000000003E-12, 5.0700000000000006E-13, 1.095E-12, 2.6260000000000003E-12, 1.3599999999999991E-11
DataValue, -0.675, 0.05, 4.2700000000000005E-13, 8.3500000000000008E-13, -2.466E-12, 4.2700000000000005E-13, 8.3500000000000008E-13, 2.466E-12, -3.1999999999999977E-12
DataValue, -0.65, 0.05, 2.7000000000000002E-14, 8.65E-13, -2.516E-12, 2.7000000000000002E-14, 8.65E-13, 2.516E-12, -1.5999999999999987E-11
DataValue, -0.625, 0.05, -1.03E-13, 8.65E-13, -2.846E-12, 1.03E-13, 8.65E-13, 2.846E-12, 3.0399999999999975E-12
DataValue, -0.6, 0.05, -8.3000000000000012E-14, 9.8500000000000014E-13, -2.326E-12, 8.3000000000000012E-14, 9.8500000000000014E-13, 2.326E-12, -7.9999999999999891E-13
DataValue, -0.57500000000000007, 0.05, 1.2700000000000001E-13, 1.1250000000000002E-12, -2.276E-12, 1.2700000000000001E-13, 1.1250000000000002E-12, 2.276E-12, 1.7600000000000062E-12
DataValue, -0.55, 0.05, -3.0000000000000002E-15, 6.4500000000000008E-13, -2.2460000000000003E-12, 3.0000000000000002E-15, 6.4500000000000008E-13, 2.2460000000000003E-12, -4.9599999999999958E-12
DataValue, -0.525, 0.05, 1.47E-13, 8.050000000000001E-13, -2.1660000000000003E-12, 1.47E-13, 8.050000000000001E-13, 2.1660000000000003E-12, 5.7599999999999948E-12
DataValue, -0.5, 0.05, 6.7E-14, 1.2250000000000001E-12, -2.3460000000000003E-12, 6.7E-14, 1.2250000000000001E-12, 2.3460000000000003E-12, -3.1999999999999973E-12
DataValue, -0.47500000000000003, 0.05, -6.13E-13, 1.395E-12, -2.326E-12, 6.13E-13, 1.395E-12, 2.326E-12, 2.1840000000000028E-11
DataValue, -0.45, 0.05, -2.33E-13, 9.4500000000000011E-13, -2.4160000000000002E-12, 2.33E-13, 9.4500000000000011E-13, 2.4160000000000002E-12, -1.5199999999999987E-11
DataValue, -0.42500000000000004, 0.05, 7E-15, 9.3500000000000016E-13, -2.586E-12, 7E-15, 9.3500000000000016E-13, 2.586E-12, -9.0400000000000132E-12
DataValue, -0.4, 0.05, -2.33E-13, 5.15E-13, -2.516E-12, 2.33E-13, 5.15E-13, 2.516E-12, 9.0399999999999922E-12
DataValue, -0.375, 0.05, 1.47E-13, 1.185E-12, -2.306E-12, 1.47E-13, 1.185E-12, 2.306E-12, -3.4399999999999975E-12
DataValue, -0.35000000000000003, 0.05, -3.03E-13, 7.8500000000000009E-13, -2.436E-12, 3.03E-13, 7.8500000000000009E-13, 2.436E-12, 6.240000000000009E-12
DataValue, -0.325, 0.05, -9.3000000000000008E-14, 1.055E-12, -2.5960000000000002E-12, 9.3000000000000008E-14, 1.055E-12, 2.5960000000000002E-12, -8.3999999999999933E-12
DataValue, -0.3, 0.05, 1.17E-13, 7.95E-13, -2.7060000000000004E-12, 1.17E-13, 7.95E-13, 2.7060000000000004E-12, 9.5999999999999914E-13
DataValue, -0.275, 0.05, 1.3700000000000002E-13, 6.85E-13, -2.5760000000000003E-12, 1.3700000000000002E-13, 6.85E-13, 2.5760000000000003E-12, 8.0000000000000174E-13
DataValue, -0.25, 0.05, 3.4700000000000004E-13, 7.8500000000000009E-13, -2.966E-12, 3.4700000000000004E-13, 7.8500000000000009E-13, 2.966E-12, 8.3999999999999933E-12
DataValue, -0.225, 0.05, 9.8700000000000014E-13, 1.195E-12, -3.066E-12, 9.8700000000000014E-13, 1.195E-12, 3.066E-12, 2.560000000000001E-11
DataValue, -0.2, 0.05, 1.897E-12, 8.65E-13, -4.1060000000000005E-12, 1.897E-12, 8.65E-13, 4.1060000000000005E-12, 3.6400000000000005E-11
DataValue, -0.17500000000000002, 0.05, 4.517E-12, 1.2150000000000002E-12, -7.326E-12, 4.517E-12, 1.2150000000000002E-12, 7.326E-12, 1.0480000000000003E-10
DataValue, -0.15, 0.05, 1.0507000000000001E-11, 6.4500000000000008E-13, -1.3306000000000002E-11, 1.0507000000000001E-11, 6.4500000000000008E-13, 1.3306000000000002E-11, 2.3959999999999982E-10
DataValue, -0.125, 0.05, 2.5477000000000002E-11, 9.950000000000001E-13, -2.8076000000000003E-11, 2.5477000000000002E-11, 9.950000000000001E-13, 2.8076000000000003E-11, 5.9880000000000014E-10
DataValue, -0.1, 0.05, 6.0177E-11, 9.0500000000000008E-13, -6.2316E-11, 6.0177E-11, 9.0500000000000008E-13, 6.2316E-11, 1.3880000000000006E-09
DataValue, -0.075, 0.05, 1.31737E-10, 1.5950000000000002E-12, -1.36136E-10, 1.31737E-10, 1.5950000000000002E-12, 1.36136E-10, 2.8623999999999987E-09
DataValue, -0.05, 0.05, 3.0489700000000003E-10, 1.285E-12, -3.0855600000000004E-10, 3.0489700000000003E-10, 1.285E-12, 3.0855600000000004E-10, 6.9264000000000029E-09
DataValue, -0.025, 0.05, 6.48387E-10, 1.235E-12, -6.33006E-10, 6.48387E-10, 1.235E-12, 6.33006E-10, 1.37396E-08
DataValue, 0, 0.05, 1.34647E-09, 8.5500000000000009E-13, -1.35264E-09, 1.34647E-09, 8.5500000000000009E-13, 1.35264E-09, 2.7923319999999997E-08
DataValue, 0.025, 0.05, 2.81897E-09, 1.295E-12, -2.77554E-09, 2.81897E-09, 1.295E-12, 2.77554E-09, 5.8899999999999991E-08
DataValue, 0.05, 0.05, 5.60817E-09, 6.9500000000000007E-13, -5.56674E-09, 5.60817E-09, 6.9500000000000007E-13, 5.56674E-09, 1.1156800000000001E-07
DataValue, 0.075, 0.05, 1.080817E-08, 8.95E-13, -1.082724E-08, 1.080817E-08, 8.95E-13, 1.082724E-08, 2.08E-07
DataValue, 0.1, 0.05, 1.8943999999999997E-08, 5.45E-13, -1.8654999999999997E-08, 1.8943999999999997E-08, 5.45E-13, 1.8654999999999997E-08, 3.2543319999999983E-07
